2026-02-28T23:14:28.546131	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:28.567751	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:28.589030	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:28.610974	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:28.632811	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:28.653226	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:28.673763	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:28.694335	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:28.713980	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:28.734004	john@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:28.754000	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:28.774040	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:28.794424	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:28.814974	nicolas@uniandes.edu.co	hoteles	Authorized
2026-02-28T23:14:28.835100	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:28.855147	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:28.877080	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:28.902381	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:28.925334	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:28.947343	nicolas@uniandes.edu.co	hoteles	Authorized
2026-02-28T23:14:28.967140	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:28.987256	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:29.007549	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:29.027296	john@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:29.046436	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:29.064989	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:29.084371	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:29.103119	nicolas@uniandes.edu.co	hoteles	Authorized
2026-02-28T23:14:29.121793	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:29.140927	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:29.160727	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:29.179768	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:29.199193	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:29.218038	john@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:29.236864	john@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:29.256285	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:29.275190	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:29.294286	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:29.312866	nicolas@uniandes.edu.co	hoteles	Authorized
2026-02-28T23:14:29.331838	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:29.350700	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:29.369316	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:29.387887	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:29.406188	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:29.424315	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:29.442081	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:29.460238	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:29.478166	john@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:29.495873	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:29.513841	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:29.532382	john@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:29.551119	john@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:29.568495	john@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:29.589045	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:29.607725	nicolas@uniandes.edu.co	hoteles	Authorized
2026-02-28T23:14:29.625912	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:29.643944	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:29.661769	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:29.679441	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:29.698080	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:29.715746	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:29.733402	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:29.751414	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:29.769758	john@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:29.787617	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:29.805928	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:29.824264	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:29.842303	john@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:29.860272	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:29.878314	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:29.896934	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:29.914284	john@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:29.932251	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:29.949933	nicolas@uniandes.edu.co	hoteles	Authorized
2026-02-28T23:14:29.967761	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:29.985622	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:30.003916	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:30.021316	nicolas@uniandes.edu.co	hoteles	Authorized
2026-02-28T23:14:30.039009	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:30.056390	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:30.074481	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:30.092271	nicolas@uniandes.edu.co	hoteles	Authorized
2026-02-28T23:14:30.110072	nicolas@uniandes.edu.co	hoteles	Authorized
2026-02-28T23:14:30.127773	nicolas@uniandes.edu.co	hoteles	Authorized
2026-02-28T23:14:30.145456	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:30.163203	nicolas@uniandes.edu.co	hoteles	Authorized
2026-02-28T23:14:30.181169	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:30.199064	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:30.216838	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:30.234747	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:30.252526	nicolas@uniandes.edu.co	hoteles	Authorized
2026-02-28T23:14:30.270934	nicolas@uniandes.edu.co	hoteles	Authorized
2026-02-28T23:14:30.288949	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:30.306877	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:30.325195	john@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:30.343443	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:30.361475	nicolas@uniandes.edu.co	hoteles	Authorized
2026-02-28T23:14:30.379490	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:30.398409	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:30.416120	john@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:30.434048	john@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:30.452112	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:30.470740	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:30.488843	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:30.506772	john@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:30.525215	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:30.543240	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:30.560668	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:30.578807	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:30.597053	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:30.615449	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:30.634937	nicolas@uniandes.edu.co	hoteles	Authorized
2026-02-28T23:14:30.654132	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:30.672334	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:30.690543	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:30.709257	john@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:30.727509	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:30.752192	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:30.775150	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:30.793655	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:30.811667	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:30.829401	nicolas@uniandes.edu.co	hoteles	Authorized
2026-02-28T23:14:30.847908	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:30.865831	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:30.883616	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:30.902025	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:30.920000	nicolas@uniandes.edu.co	hoteles	Authorized
2026-02-28T23:14:30.938018	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:30.955921	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:30.973899	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:30.997939	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:31.015855	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:31.033577	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:31.051640	john@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:31.069706	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:31.087642	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:31.104976	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:31.123542	nicolas@uniandes.edu.co	hoteles	Authorized
2026-02-28T23:14:31.141507	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:31.158781	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:31.176737	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:31.194766	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:31.213392	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:31.231189	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:31.249115	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:31.266766	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:31.285251	nicolas@uniandes.edu.co	hoteles	Authorized
2026-02-28T23:14:31.303351	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:31.321087	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:31.339534	nicolas@uniandes.edu.co	hoteles	Authorized
2026-02-28T23:14:31.357659	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:31.375807	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:31.393665	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:31.411880	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:31.429525	nicolas@uniandes.edu.co	hoteles	Authorized
2026-02-28T23:14:31.446935	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:31.464943	nicolas@uniandes.edu.co	hoteles	Authorized
2026-02-28T23:14:31.483127	nicolas@uniandes.edu.co	hoteles	Authorized
2026-02-28T23:14:31.501464	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:31.522398	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:31.542870	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:31.563739	nicolas@uniandes.edu.co	hoteles	Authorized
2026-02-28T23:14:31.583184	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:31.602679	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:31.620846	nicolas@uniandes.edu.co	hoteles	Authorized
2026-02-28T23:14:31.638958	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:31.657263	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:31.676290	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:31.695420	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:31.713484	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:31.731161	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:31.749467	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:31.766687	nicolas@uniandes.edu.co	hoteles	Authorized
2026-02-28T23:14:31.785097	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:31.802698	john@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:31.822123	nicolas@uniandes.edu.co	hoteles	Authorized
2026-02-28T23:14:31.840963	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:31.859400	john@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:31.877342	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:31.897075	john@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:31.917346	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:31.936467	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:31.954728	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:31.972730	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:31.990753	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:32.008825	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:32.026954	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:32.044892	john@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:32.065754	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:32.084856	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:32.102344	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:32.121213	john@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:32.140027	nicolas@uniandes.edu.co	hoteles	Authorized
2026-02-28T23:14:32.158213	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:32.175948	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:32.194067	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:32.212155	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:32.230738	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:32.248721	nicolas@uniandes.edu.co	hoteles	Authorized
2026-02-28T23:14:32.266516	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:32.284976	john@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:32.303084	john@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:32.321053	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:32.339623	john@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:32.358252	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:32.381515	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:32.405754	nicolas@uniandes.edu.co	hoteles	Authorized
2026-02-28T23:14:32.427020	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:32.445798	nicolas@uniandes.edu.co	hoteles	Authorized
2026-02-28T23:14:32.464269	john@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:32.482834	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:32.501157	john@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:32.519730	nicolas@uniandes.edu.co	hoteles	Authorized
2026-02-28T23:14:32.537644	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:32.555552	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:32.574789	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:32.593297	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:32.611266	john@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:32.629128	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:32.647060	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:32.665736	john@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:32.685144	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:32.705860	nicolas@uniandes.edu.co	hoteles	Authorized
2026-02-28T23:14:32.725819	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:32.743980	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:32.762448	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:32.780820	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:32.799626	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:32.817941	john@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:32.835883	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:32.853827	john@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:32.871861	john@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:32.890300	nicolas@uniandes.edu.co	hoteles	Authorized
2026-02-28T23:14:32.908862	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:32.927044	nicolas@uniandes.edu.co	hoteles	Authorized
2026-02-28T23:14:32.945006	nicolas@uniandes.edu.co	hoteles	Authorized
2026-02-28T23:14:32.963654	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:32.982116	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:33.000279	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:33.019394	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:33.037916	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:33.056000	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:33.074484	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:33.092349	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:33.110283	john@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:33.128799	john@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:33.147038	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:33.164864	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:33.183385	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:33.201553	nicolas@uniandes.edu.co	hoteles	Authorized
2026-02-28T23:14:33.220468	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:33.238498	nicolas@uniandes.edu.co	hoteles	Authorized
2026-02-28T23:14:33.256695	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:33.275109	john@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:33.293883	john@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:33.311880	nicolas@uniandes.edu.co	hoteles	Authorized
2026-02-28T23:14:33.329738	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:33.348525	john@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:33.366942	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:33.394192	john@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:33.413090	john@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:33.431855	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:33.450559	nicolas@uniandes.edu.co	hoteles	Authorized
2026-02-28T23:14:33.470146	nicolas@uniandes.edu.co	hoteles	Authorized
2026-02-28T23:14:33.488559	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:33.507524	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:33.526950	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:33.544688	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:33.563012	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:33.581206	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:33.599353	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:33.617671	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:33.635838	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:33.654515	john@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:33.673369	nicolas@uniandes.edu.co	hoteles	Authorized
2026-02-28T23:14:33.691814	john@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:33.709543	nicolas@uniandes.edu.co	hoteles	Authorized
2026-02-28T23:14:33.727544	nicolas@uniandes.edu.co	hoteles	Authorized
2026-02-28T23:14:33.745986	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:33.763847	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:33.782056	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:33.800652	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:33.819482	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:33.837513	nicolas@uniandes.edu.co	hoteles	Authorized
2026-02-28T23:14:33.855564	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:33.874277	nicolas@uniandes.edu.co	hoteles	Authorized
2026-02-28T23:14:33.892121	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:33.910664	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:33.928961	john@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:33.947597	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:33.965902	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:33.983924	john@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:34.002541	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:34.021190	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:34.039979	john@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:34.058707	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:34.077104	jose@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:34.095762	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:34.114168	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:34.132380	john@uniandes.edu.co	viajero	Authorized
2026-02-28T23:14:34.155445	diego@uniandes.edu.co	administrador	Unauthorized
2026-02-28T23:14:34.179814	diego@uniandes.edu.co	administrador	Unauthorized
